Frekvens;Kanal A;Kanal B
(ms);(V);(mV)

0,00000000;4,75147600;63,79183000
0,00040000;4,83944400;63,79183000
0,00080000;4,83944400;63,79183000
0,00120000;4,83944400;63,79183000
0,00160000;4,83944400;63,79183000
0,00200000;4,83944400;63,79183000
0,00240000;4,83944400;63,79183000
0,00280000;4,83944400;64,65305000
0,00320000;4,83944400;63,79183000
0,00360000;4,83944400;63,79183000
0,00400000;4,83944400;63,79183000
0,00440000;4,83944400;63,79183000
0,00480000;4,83944400;63,79183000
0,00520000;4,83944400;63,79183000
0,00560000;4,83944400;63,79183000
0,00600000;4,83944400;63,79183000
0,00640000;4,83944400;63,79183000
0,00680000;4,83944400;63,79183000
0,00720000;4,83944400;63,79183000
0,00760000;4,75147600;63,79183000
0,00800000;4,75147600;63,79183000
0,00840000;4,83944400;63,79183000
0,00880000;4,83944400;63,79183000
0,00920000;4,75147600;63,79183000
0,00960000;4,83944400;63,79183000
0,01000000;4,83944400;63,79183000
0,01040000;4,83944400;63,79183000
0,01080000;4,83944400;63,79183000
0,01120000;4,83944400;63,79183000
0,01160000;4,83944400;63,79183000
0,01200000;4,75147600;63,79183000
0,01240000;4,83944400;63,79183000
0,01280000;4,83944400;63,79183000
0,01320000;4,83944400;63,79183000
0,01360000;4,75147600;63,79183000
0,01400000;4,75147600;63,79183000
0,01440000;4,83944400;63,79183000
0,01480000;4,83944400;63,79183000
0,01520000;4,83944400;63,79183000
0,01560000;4,83944400;63,79183000
0,01600000;4,83944400;63,79183000
0,01640000;4,83944400;63,79183000
0,01680000;4,83944400;64,65305000
0,01720000;4,83944400;63,79183000
0,01760000;4,83944400;63,79183000
0,01800000;4,83944400;63,79183000
0,01840000;4,83944400;63,79183000
0,01880000;4,83944400;63,79183000
0,01920000;4,83944400;63,79183000
0,01960000;4,83944400;63,79183000
0,02000000;4,83944400;63,79183000
0,02040000;4,83944400;63,79183000
0,02080000;4,83944400;63,79183000
0,02120000;4,83944400;63,79183000
0,02160000;4,75147600;63,79183000
0,02200000;4,83944400;63,79183000
0,02240000;4,83944400;63,79183000
0,02280000;4,83944400;63,79183000
0,02320000;4,83944400;63,79183000
0,02360000;4,83944400;63,79183000
0,02400000;4,83944400;63,79183000
0,02440000;4,83944400;63,79183000
0,02480000;4,83944400;63,79183000
0,02520000;4,83944400;63,79183000
0,02560000;4,83944400;63,79183000
0,02600000;4,83944400;63,79183000
0,02640000;4,83944400;63,79183000
0,02680000;4,83944400;63,79183000
0,02720000;4,83944400;63,79183000
0,02760000;4,83944400;63,79183000
0,02800000;4,83944400;63,79183000
0,02840000;4,75147600;63,79183000
0,02880000;4,83944400;63,79183000
0,02920000;4,83944400;63,79183000
0,02960000;4,83944400;63,79183000
0,03000000;4,83944400;63,79183000
0,03040000;4,83944400;63,79183000
0,03080000;4,83944400;63,79183000
0,03120000;4,83944400;63,79183000
0,03160000;4,83944400;63,79183000
0,03200000;4,83944400;63,79183000
0,03240000;4,83944400;63,79183000
0,03280000;4,83944400;63,79183000
0,03320000;4,83944400;63,79183000
0,03360000;4,83944400;63,79183000
0,03400000;4,83944400;63,79183000
0,03440000;4,83944400;63,79183000
0,03480000;4,83944400;63,79183000
0,03520000;4,83944400;63,79183000
0,03560000;4,83944400;63,79183000
0,03600000;4,83944400;63,79183000
0,03640000;4,83944400;63,79183000
0,03680000;4,83944400;63,79183000
0,03720000;4,83944400;63,79183000
0,03760000;4,83944400;63,79183000
0,03800000;4,83944400;63,79183000
0,03840000;4,83944400;63,79183000
0,03880000;4,83944400;63,79183000
0,03920000;4,83944400;63,79183000
0,03960000;4,83944400;63,79183000
0,04000000;4,83944400;63,79183000
0,04040000;4,83944400;63,79183000
0,04080000;4,83944400;63,79183000
0,04120000;4,83944400;63,79183000
0,04160000;4,83944400;63,79183000
0,04200000;4,83944400;63,79183000
0,04240000;4,83944400;63,79183000
0,04280000;4,83944400;63,79183000
0,04320000;4,83944400;63,79183000
0,04360000;4,83944400;63,79183000
0,04400000;4,83944400;63,79183000
0,04440000;4,83944400;63,79183000
0,04480000;4,83944400;63,79183000
0,04520000;4,83944400;63,79183000
0,04560000;4,83944400;63,79183000
0,04600000;4,83944400;63,79183000
0,04640000;4,83944400;63,79183000
0,04680000;4,83944400;63,79183000
0,04720000;4,83944400;63,79183000
0,04760000;4,83944400;63,79183000
0,04800000;4,83944400;63,79183000
0,04840000;4,83944400;63,79183000
0,04880000;4,83944400;63,79183000
0,04920000;4,83944400;63,79183000
0,04960000;4,83944400;63,79183000
0,05000000;4,83944400;63,79183000
0,05040000;4,83944400;63,79183000
0,05080000;4,83944400;63,79183000
0,05120000;4,83944400;63,79183000
0,05160000;4,83944400;63,79183000
0,05200000;4,83944400;63,79183000
0,05240000;4,83944400;63,79183000
0,05280000;4,83944400;63,79183000
0,05320000;4,83944400;63,79183000
0,05360000;4,83944400;63,79183000
0,05400000;4,83944400;63,79183000
0,05440000;4,83944400;63,79183000
0,05480000;4,83944400;63,79183000
0,05520000;4,83944400;63,79183000
0,05560000;4,83944400;63,79183000
0,05600000;4,83944400;63,79183000
0,05640000;4,83944400;63,79183000
0,05680000;4,83944400;63,79183000
0,05720000;4,83944400;63,79183000
0,05760000;4,83944400;63,79183000
0,05800000;4,83944400;63,79183000
0,05840000;4,83944400;63,79183000
0,05880000;4,83944400;63,79183000
0,05920000;4,83944400;63,79183000
0,05960000;4,83944400;63,79183000
0,06000000;4,83944400;63,79183000
0,06040000;4,83944400;63,79183000
0,06080000;4,83944400;63,79183000
0,06120000;4,83944400;63,79183000
0,06160000;4,83944400;63,79183000
0,06200000;4,83944400;63,79183000
0,06240000;4,83944400;63,79183000
0,06280000;4,83944400;63,79183000
0,06320000;4,83944400;63,79183000
0,06360000;4,83944400;63,79183000
0,06400000;4,83944400;63,79183000
0,06440000;4,83944400;63,79183000
0,06480000;4,83944400;63,79183000
0,06520000;4,83944400;63,79183000
0,06560000;4,83944400;63,79183000
0,06600000;4,83944400;63,79183000
0,06640000;4,83944400;63,79183000
0,06680000;4,83944400;63,79183000
0,06720000;4,83944400;63,79183000
0,06760000;4,83944400;63,79183000
0,06800000;4,83944400;63,79183000
0,06840000;4,83944400;63,79183000
0,06880000;4,83944400;63,79183000
0,06920000;4,83944400;63,79183000
0,06960000;4,83944400;63,79183000
0,07000000;4,83944400;63,79183000
0,07040000;4,83944400;63,79183000
0,07080000;4,83944400;63,79183000
0,07120000;4,83944400;63,79183000
0,07160000;4,83944400;63,79183000
0,07200000;4,83944400;63,79183000
0,07240000;4,83944400;63,79183000
0,07280000;4,83944400;63,79183000
0,07320000;4,83944400;63,79183000
0,07360000;4,83944400;63,79183000
0,07400000;4,83944400;63,79183000
0,07440000;4,83944400;63,79183000
0,07480000;4,83944400;63,79183000
0,07520000;4,83944400;63,79183000
0,07560000;4,92741200;63,79183000
0,07600000;4,83944400;63,79183000
0,07640000;4,92741200;63,79183000
0,07680000;4,83944400;63,79183000
0,07720000;4,83944400;63,79183000
0,07760000;4,83944400;63,79183000
0,07800000;4,83944400;63,79183000
0,07840000;4,83944400;63,79183000
0,07880000;4,83944400;63,79183000
0,07920000;4,83944400;63,79183000
0,07960000;4,92741200;63,79183000
0,08000000;4,83944400;63,79183000
0,08040000;4,92741200;63,79183000
0,08080000;4,83944400;63,79183000
0,08120000;4,83944400;63,79183000
0,08160000;4,83944400;63,79183000
0,08200000;4,83944400;63,79183000
0,08240000;4,92741200;63,79183000
0,08280000;4,83944400;63,79183000
0,08320000;4,83944400;63,79183000
0,08360000;4,83944400;63,79183000
0,08400000;4,83944400;63,79183000
0,08439999;4,83944400;63,79183000
